Produto;Preço;Pgto.;Nº Parcelas;Data;Cliente;E-mail;Estado;Regiao;DDD;Telefone
Produto B;R$ 1.000;Cartão de Credito;12;3-Feb-18;Deigo Martins;deigo@gmail.com;São Paulo;Sudeste;11;997100000
Produto A;R$ 500;Cartão de Credito;12;3-Feb-18;Waldney Martins;waldney@gmail.com;São Paulo;Sudeste;18;981000000
Produto C;R$ 2.000;Boleto Bancário;1;3-Feb-18;Stefany Martins;stefany@gmail.com;Minas Gerais;Sudeste;38;991300000
Produto A;R$ 500;Boleto Bancário;12;3-Feb-18;Diogo Martins;diogo@yahoo.com.br;São Paulo;Sudeste;19;992800000
Produto C;R$ 2.000;Cartão de Credito;1;3-Feb-18;Kátia Martins;katia@gmail.com;São Paulo;Sudeste;11;995200000
Produto A;R$ 500;Cartão de Credito;12;3-Feb-18;Deyvison Martins;deyvison@outlook.com;São Paulo;Sudeste;11;980100000
Produto A;R$ 500;Cartão de Credito;12;3-Feb-18;Pauliana Martins;pauliana@hotmail.com;Minas Gerais;Sudeste;34;991700000
Produto A;R$ 500;Boleto Bancário;3;4-Feb-18;Janilton Martins;janilton@gmail.com;Acre;Norte;68;999000000
Produto B;R$ 1.000;Cartão de Credito;12;4-Feb-18;Nailza Martins;nailza@hotmail.com;Minas Gerais;Sudeste;31;996800000
Produto B;R$ 1.000;Cartão de Credito;12;4-Feb-18;Sara Martins;sara@gmail.com;Rio de Janeiro;Sudeste;21;974500000
Produto A;R$ 500;Boleto Bancário;1;4-Feb-18;Gilvanildo Martins;gilvanildo@outlook.com;São Paulo;Sudeste;13;988400000
Produto A;R$ 500;Cartão de Credito;1;4-Feb-18;Paloma Martins;paloma@gmail.com;Rio de Janeiro;Sudeste;21;993000000
Produto B;R$ 1.000;Cartão de Credito;10;4-Feb-18;Carla Martins;carla@gmail.com;Rio de Janeiro;Sudeste;21;992000000
Produto B;R$ 1.000;Cartão de Credito;12;5-Feb-18;Euller Martins;euller@hotmail.com;São Paulo;Sudeste;11;974000000
Produto A;R$ 500;Boleto Bancário;1;5-Feb-18;Aryane Martins;aryane@gmail.com;Santa Catarina;Sul;48;991100000
Produto A;R$ 500;Cartão de Credito;12;5-Feb-18;Natielli Martins;natielli@gmail.com;São Paulo;Sudeste;16;997000000
Produto B;R$ 1.000;Boleto Bancário;1;5-Feb-18;Yago Martins;yago@gmail.com;São Paulo;Sudeste;16;992900000
Produto B;R$ 1.000;Cartão de Credito;12;5-Feb-18;Aderson Martins;aderson@gmail.com;São Paulo;Sudeste;13;996100000
Produto A;R$ 500;Boleto Bancário;1;5-Feb-18;Sorriso Martins;sorriso@outlook.com;Ceará;Nordeste;88;992000000
Produto A;R$ 500;Cartão de Credito;1;5-Feb-18;Denilvaldo Martins;denilvaldo@gmail.com;Distrito Federal;Centro-Oeste;61;992400000
Produto B;R$ 1.000;Cartão de Credito;12;5-Feb-18;Jaíne Martins;jaine@gmail.com;São Paulo;Sudeste;16;993300000
Produto A;R$ 500;Cartão de Credito;1;6-Feb-18;Nicollas Martins;nicollas@yahoo.com.br;São Paulo;Sudeste;11;994000000
Produto B;R$ 1.000;Boleto Bancário;1;6-Feb-18;Joeber Martins;joeber@gmail.com;Distrito Federal;Centro-Oeste;61;998200000
Produto B;R$ 1.000;Boleto Bancário;1;6-Feb-18;Ially Martins;ially@hotmail.com;Minas Gerais;Sudeste;37;999100000
Produto A;R$ 500;Cartão de Credito;12;6-Feb-18;Ueberton Martins;ueberton@gmail.com;Rio de Janeiro;Sudeste;21;994200000
Produto B;R$ 1.000;Cartão de Credito;3;7-Feb-18;Juraci Martins;juraci@gmail.com;São Paulo;Sudeste;11;999900000
Produto A;R$ 500;Cartão de Credito;12;7-Feb-18;Ayrton Martins;ayrton@hotmail.com;Paraná;Sul;44;999100000
Produto B;R$ 1.000;Cartão de Credito;12;7-Feb-18;Ivair Martins;ivair@gmail.com;São Paulo;Sudeste;19;993300000
Produto B;R$ 1.000;Cartão de Credito;12;7-Feb-18;Maerlo Martins;maerlo@gmail.com;Amazonas;Norte;92;993600000
Produto C;R$ 2.000;Cartão de Credito;12;7-Feb-18;Izabel Martins;izabel@gmail.com;São Paulo;Sudeste;11;953400000
Produto A;R$ 500;Cartão de Credito;12;8-Feb-18;Elielcio Martins;elielcio@yahoo.com;São Paulo;Sudeste;16;997700000
Produto C;R$ 2.000;Cartão de Credito;5;8-Feb-18;Welton Martins;welton@gmail.com;Sergipe;Nordeste;79;991500000
Produto B;R$ 1.000;Cartão de Credito;1;8-Feb-18;Nelia Martins;nelia@hotmail.com;Minas Gerais;Sudeste;31;999900000
Produto B;R$ 1.000;Cartão de Credito;3;8-Feb-18;Camile Martins;camile@gmail.com;Rio de Janeiro;Sudeste;24;998400000
Produto A;R$ 500;Cartão de Credito;4;8-Feb-18;Celso Martins;celso@gmail.com;São Paulo;Sudeste;16;997000000
Produto C;R$ 2.000;Boleto Bancário;1;8-Feb-18;Júlia Martins;júlia@hotmail.com;São Paulo;Sudeste;11;952400000
Produto A;R$ 500;Cartão de Credito;12;8-Feb-18;Gervasio Martins;gervasio@yahoo.com.br;Mato Grosso;Centro-Oeste;65;992500000
Produto A;R$ 500;Boleto Bancário;1;8-Feb-18;Janine Martins;janine@gmail.com;Rio de Janeiro;Sudeste;21;991200000
Produto A;R$ 500;Cartão de Credito;1;9-Feb-18;Danubens Martins;danubens@hotmail.com;São Paulo;Sudeste;11;984200000
Produto C;R$ 2.000;Cartão de Credito;3;9-Feb-18;Raissa Martins;raissa@hotmail.com;São Paulo;Sudeste;11;996000000
Produto B;R$ 1.000;Cartão de Credito;6;9-Feb-18;Marilda Martins;marilda@gmail.com;São Paulo;Sudeste;19;997500000
Produto A;R$ 500;Cartão de Credito;1;9-Feb-18;Isabela Martins;isabela@gmail.com;Paraná;Sul;41;996200000
Produto B;R$ 1.000;Cartão de Credito;12;9-Feb-18;Weberth Martins;weberth@gmail.com;Minas Gerais;Sudeste;31;991000000
Produto B;R$ 1.000;Boleto Bancário;1;10-Feb-18;Clarice Martins;clarice@gmail.com;Minas Gerais;Sudeste;37;991200000
Produto A;R$ 500;Boleto Bancário;1;10-Feb-18;Dema Martins;dema@gmail.com;Rio de Janeiro;Sudeste;22;988000000
Produto A;R$ 500;Cartão de Credito;12;10-Feb-18;Roque Martins;roque@hotmail.com;São Paulo;Sudeste;11;941600000
Produto A;R$ 500;Cartão de Credito;1;10-Feb-18;Dauster Martins;dauster@gmail.com;Rondônia;Norte;69;992500000
Produto A;R$ 500;Cartão de Credito;6;10-Feb-18;Joseilson Martins;joseilson@hotmail.com;Pará;Norte;94;999300000
Produto C;R$ 2.000;Cartão de Credito;12;11-Feb-18;Rainier Martins;rainier@gmail.com;São Paulo;Sudeste;11;960700000
Produto A;R$ 500;Cartão de Credito;1;11-Feb-18;Cinthia Martins;cinthia@gmail.com;São Paulo;Sudeste;11;979700000
Produto A;R$ 500;Cartão de Credito;1;11-Feb-18;Naibhy Martins;naibhy@gmail.com;Rio Grande do Norte;Nordeste;84;994500000
Produto A;R$ 500;Cartão de Credito;12;11-Feb-18;Adamilton Martins;adamilton@gmail.com;Rio de Janeiro;Sudeste;21;969600000
Produto A;R$ 500;Cartão de Credito;12;11-Feb-18;Samantha Martins;samantha@hotmail.com;São Paulo;Sudeste;15;991000000
Produto B;R$ 1.000;Cartão de Credito;6;12-Feb-18;Marcelo Martins;marcelo@hotmail.com;Bahia;Nordeste;71;991300000
Produto C;R$ 2.000;Cartão de Credito;12;12-Feb-18;Reinaldo Martins;reinaldo@gmail.com;Rio de Janeiro;Sudeste;21;983100000
Produto C;R$ 2.000;Cartão de Credito;7;12-Feb-18;Samille Martins;samille@gmail.com;Bahia;Nordeste;71;986700000
Produto C;R$ 2.000;Cartão de Credito;7;12-Feb-18;Andley Martins;andley@hotmail.com;Bahia;Nordeste;71;996000000
Produto B;R$ 1.000;Cartão de Credito;10;12-Feb-18;Lais Martins;lais@hotmail.com;São Paulo;Sudeste;11;999000000
Produto B;R$ 1.000;Cartão de Credito;6;12-Feb-18;Rodolfo Martins;rodolfo@gmail.com;Mato Grosso;Centro-Oeste;65;992100000
Produto C;R$ 2.000;Cartão de Credito;12;12-Feb-18;Jakeline Martins;jakeline@gmail.com;São Paulo;Sudeste;11;965900000
Produto A;R$ 500;Boleto Bancário;1;12-Feb-18;Zoir Martins;zoir@hotmail.com;Minas Gerais;Sudeste;35;998200000
Produto A;R$ 500;Cartão de Credito;7;13-Feb-18;Rodney Martins;rodney@gmail.com;São Paulo;Sudeste;13;988300000
Produto A;R$ 500;Boleto Bancário;1;13-Feb-18;Adriel Martins;adriel@gmail.com;Pernambuco;Nordeste;81;987000000
Produto A;R$ 500;Cartão de Credito;6;14-Feb-18;Lurian Martins;lurian@hotmail.com;Rio de Janeiro;Sudeste;21;979800000
Produto B;R$ 1.000;Boleto Bancário;1;14-Feb-18;Sirlene Martins;sirlene@gmail.com;São Paulo;Sudeste;11;999800000
Produto B;R$ 1.000;Cartão de Credito;12;14-Feb-18;Grazzyele Martins;grazzyele@hotmail.com;Goiás;Centro-Oeste;62;981900000
Produto B;R$ 1.000;Boleto Bancário;1;14-Feb-18;Thais Martins;thais@gmail.com;São Paulo;Sudeste;11;996000000
Produto B;R$ 1.000;Boleto Bancário;4;14-Feb-18;Regina Martins;regina@gmail.com;São Paulo;Sudeste;11;981700000
Produto A;R$ 500;Cartão de Credito;12;14-Feb-18;Monaliza Martins;monaliza@hotmail.com;São Paulo;Sudeste;11;962700000
Produto A;R$ 500;Cartão de Credito;12;14-Feb-18;Sulamitha Martins;sulamitha@gmail.com;Rio de Janeiro;Sudeste;21;964000000
Produto B;R$ 1.000;Boleto Bancário;1;15-Feb-18;Enzo Martins;enzo@hotmail.com;Santa Catarina;Sul;49;991500000
Produto A;R$ 500;Cartão de Credito;12;15-Feb-18;Willian Martins;willian@hotmail.com;Santa Catarina;Sul;47;988300000
Produto A;R$ 500;Cartão de Credito;12;15-Feb-18;Bianca Martins;bianca@gmail.com;Distrito Federal;Centro-Oeste;61;981100000
Produto A;R$ 500;Cartão de Credito;2;15-Feb-18;Kammy Martins;kammy@hotmail.com;Mato Grosso;Centro-Oeste;65;999000000
Produto B;R$ 1.000;Cartão de Credito;12;15-Feb-18;Stephany Martins;stephany@gmail.com;Minas Gerais;Sudeste;31;993200000
Produto B;R$ 1.000;Cartão de Credito;12;16-Feb-18;Adeilton Martins;adeilton@hotmail.com;Pernambuco;Nordeste;81;996200000
Produto A;R$ 500;Cartão de Credito;1;16-Feb-18;Bárbara Martins;barbara@gmail.com;Rio Grande do Sul;Sul;51;993500000
Produto A;R$ 500;Boleto Bancário;1;16-Feb-18;Maruza Martins;maruza@gmail.com;São Paulo;Sudeste;17;991300000
Produto B;R$ 1.000;Cartão de Credito;3;16-Feb-18;Luca Martins;luca@hotmail.com;São Paulo;Sudeste;12;997800000
Produto B;R$ 1.000;Cartão de Credito;12;16-Feb-18;Jânio Martins;janio@gmail.com;Espírito Santo;Sudeste;27;997700000
Produto B;R$ 1.000;Cartão de Credito;12;17-Feb-18;Kerley Martins;kerley@yahoo.com.br;Minas Gerais;Sudeste;31;986300000
Produto B;R$ 1.000;Cartão de Credito;1;17-Feb-18;Milena Martins;milena@hotmail.com;Espírito Santo;Sudeste;27;999300000
Produto C;R$ 2.000;Cartão de Credito;12;17-Feb-18;Janaína Martins;janaina@hotmail.com;Paraná;Sul;42;998300000
Produto C;R$ 2.000;Cartão de Credito;4;17-Feb-18;Murillo Martins;murillo@gmail.com;São Paulo;Sudeste;15;991900000
Produto B;R$ 1.000;Cartão de Credito;1;17-Feb-18;Erineuda Martins;erineuda@gmail.com;Rio de Janeiro;Sudeste;21;996200000
Produto A;R$ 500;Cartão de Credito;10;17-Feb-18;Martiniano Martins;martiniano@yahoo.com.br;Pará;Norte;94;991800000
Produto B;R$ 1.000;Boleto Bancário;1;17-Feb-18;Alleyster Martins;alleyster@gmail.com;São Paulo;Sudeste;19;986000000
Produto C;R$ 2.000;Cartão de Credito;5;18-Feb-18;Ediana Martins;ediana@gmail.com;São Paulo;Sudeste;11;954800000
Produto B;R$ 1.000;Cartão de Credito;10;18-Feb-18;Jesse Martins;jesse@gmail.com;Rio de Janeiro;Sudeste;21;968500000
Produto C;R$ 2.000;Boleto Bancário;1;18-Feb-18;Shelley Martins;shelley@gmail.com;Paraná;Sul;41;992500000
Produto B;R$ 1.000;Cartão de Credito;12;18-Feb-18;Aercio Martins;aercio@gmail.com;Paraná;Sul;43;999000000
Produto A;R$ 500;Cartão de Credito;1;18-Feb-18;Anderson Martins;anderson@gmail.com;Minas Gerais;Sudeste;35;991900000
Produto A;R$ 500;Cartão de Credito;12;18-Feb-18;Celso Martins;celso@yahoo.com.br;Rio de Janeiro;Sudeste;21;970400000
Produto A;R$ 500;Cartão de Credito;1;18-Feb-18;Eliezer Martins;eliezer@gmail.com;São Paulo;Sudeste;11;951700000
Produto C;R$ 2.000;Cartão de Credito;1;18-Feb-18;Lyvia Martins;lyvia@gmail.com;Amazonas;Norte;92;988400000
Produto B;R$ 1.000;Cartão de Credito;1;19-Feb-18;Shelide Martins;shelide@yahoo.com.br;São Paulo;Sudeste;14;982200000
Produto A;R$ 500;Boleto Bancário;1;19-Feb-18;Sirdilei Martins;sirdilei@hotmail.com;Paraná;Sul;41;999400000
Produto C;R$ 2.000;Cartão de Credito;4;20-Feb-18;Marciel Martins;marciel@gmail.com;São Paulo;Sudeste;11;959900000
Produto B;R$ 1.000;Cartão de Credito;12;20-Feb-18;Elisa Martins;elisa@hotmail.com;Distrito Federal;Centro-Oeste;61;992200000
Produto A;R$ 500;Cartão de Credito;12;20-Feb-18;Savio Martins;savio@hotmail.com;Rondônia;Norte;69;992500000
Produto B;R$ 1.000;Cartão de Credito;12;20-Feb-18;Donato Martins;donato@gmail.com;Rio de Janeiro;Sudeste;21;992100000
Produto A;R$ 500;Cartão de Credito;12;21-Feb-18;Romildo Martins;romildo@gmail.com;São Paulo;Sudeste;11;979600000
Produto A;R$ 500;Cartão de Credito;7;21-Feb-18;Dayvid Martins;dayvid@hotmail.com;Espírito Santo;Sudeste;27;998000000
Produto B;R$ 1.000;Cartão de Credito;1;22-Feb-18;Mirya Martins;mirya@hotmail.com;São Paulo;Sudeste;14;996800000
Produto A;R$ 500;Cartão de Credito;12;22-Feb-18;Reginaldo Martins;reginaldo@yahoo.com.br;Rio de Janeiro;Sudeste;21;982700000
Produto A;R$ 500;Cartão de Credito;12;22-Feb-18;Flavio Martins;flavio@gmail.com;Rio de Janeiro;Sudeste;24;999100000
Produto A;R$ 500;Cartão de Credito;12;22-Feb-18;Roger Martins;roger@hotmail.com;Amapá;Norte;96;981000000
Produto C;R$ 2.000;Cartão de Credito;1;22-Feb-18;Vantuir Martins;vantuir@gmail.com;Pernambuco;Nordeste;81;996600000
Produto B;R$ 1.000;Cartão de Credito;7;22-Feb-18;Ediane Martins;ediane@gmail.com;Pará;Norte;91;992900000
Produto A;R$ 500;Cartão de Credito;9;22-Feb-18;Jomar Martins;jomar@hotmail.com;Rio Grande do Sul;Sul;51;982600000
Produto A;R$ 500;Cartão de Credito;12;22-Feb-18;Francimar Martins;francimar@hotmail.com;Amazonas;Norte;92;991700000
Produto A;R$ 500;Boleto Bancário;1;22-Feb-18;Alana Martins;alana@yahoo.com.br;Mato Grosso;Centro-Oeste;65;999200000
Produto C;R$ 2.000;Cartão de Credito;12;22-Feb-18;Agda Martins;agda@gmail.com;São Paulo;Sudeste;11;997900000
Produto B;R$ 1.000;Cartão de Credito;5;22-Feb-18;Lívia Martins;livia@yahoo.com.br;Rio de Janeiro;Sudeste;21;980900000
Produto A;R$ 500;Cartão de Credito;12;23-Feb-18;Patricia Martins;patricia@gmail.com;Rio de Janeiro;Sudeste;21;995300000
Produto A;R$ 500;Cartão de Credito;12;23-Feb-18;Italo Martins;italo@gmail.com;Maranhão;Nordeste;98;991500000
Produto A;R$ 500;Cartão de Credito;1;23-Feb-18;Hanna Martins;hanna@gmail.com;Rio de Janeiro;Sudeste;21;998100000
Produto B;R$ 1.000;Cartão de Credito;12;23-Feb-18;Iasmin Martins;iasmin@gmail.com;Goiás;Centro-Oeste;64;999100000
Produto C;R$ 2.000;Cartão de Credito;12;23-Feb-18;Leonilton Martins;leonilton@hotmail.com;Bahia;Nordeste;71;988700000
Produto C;R$ 2.000;Boleto Bancário;1;23-Feb-18;Tamara Martins;tamara@gmail.com;Rio de Janeiro;Sudeste;21;979600000
Produto C;R$ 2.000;Cartão de Credito;12;24-Feb-18;Ademar Martins;ademar@gmail.com;Distrito Federal;Centro-Oeste;61;984300000
Produto A;R$ 500;Cartão de Credito;10;24-Feb-18;Dênis Martins;denis@hotmail.com;Amapá;Norte;96;999100000
Produto B;R$ 1.000;Cartão de Credito;12;24-Feb-18;Iranildo Martins;iranildo@hotmail.com;Bahia;Nordeste;71;981300000
Produto C;R$ 2.000;Cartão de Credito;4;24-Feb-18;Dânton Martins;danton@hotmail.com;Pernambuco;Nordeste;81;997800000
Produto A;R$ 500;Cartão de Credito;12;24-Feb-18;Joelma Martins;joelma@hotmail.com;São Paulo;Sudeste;11;997500000
Produto A;R$ 500;Cartão de Credito;8;24-Feb-18;Iana Martins;iana@gmail.com;Minas Gerais;Sudeste;32;999300000
Produto B;R$ 1.000;Cartão de Credito;10;24-Feb-18;Willian Martins;willian@yahoo.com;São Paulo;Sudeste;11;971800000
Produto B;R$ 1.000;Cartão de Credito;4;24-Feb-18;Marly Martins;marly@hotmail.com;Pernambuco;Nordeste;81;982300000
Produto C;R$ 2.000;Cartão de Credito;1;24-Feb-18;Helder Martins;helder@gmail.com;Bahia;Nordeste;73;991800000
Produto C;R$ 2.000;Cartão de Credito;12;24-Feb-18;Nathanael Martins;nathanael@hotmail.com;Paraná;Sul;41;996200000
Produto B;R$ 1.000;Cartão de Credito;10;25-Feb-18;Ângela Martins;angela@gmail.com;Amazonas;Norte;92;992600000
Produto B;R$ 1.000;Cartão de Credito;2;25-Feb-18;Haylana Martins;haylana@gmail.com;Goiás;Centro-Oeste;62;981100000
Produto B;R$ 1.000;Cartão de Credito;10;25-Feb-18;Loiseli Martins;loiseli@gmail.com;Goiás;Centro-Oeste;62;985600000
Produto A;R$ 500;Cartão de Credito;1;25-Feb-18;Alana Martins;alana@gmail.com;Rio de Janeiro;Sudeste;21;973100000
Produto B;R$ 1.000;Cartão de Credito;12;25-Feb-18;Murillo Martins;murillo@hotmail.com;São Paulo;Sudeste;11;940200000
Produto A;R$ 500;Cartão de Credito;12;25-Feb-18;Thayanne Martins;thayanne@gmail.com;Rio de Janeiro;Sudeste;21;994100000
Produto B;R$ 1.000;Cartão de Credito;1;25-Feb-18;Affonso Martins;affonso@hotmail.com;Amazonas;Norte;92;984100000
Produto A;R$ 500;Cartão de Credito;1;25-Feb-18;Diego Martins;diego@gmail.com;São Paulo;Sudeste;11;968200000
Produto B;R$ 1.000;Cartão de Credito;12;25-Feb-18;Márcia Martins;marcia@yahoo.com.br;Minas Gerais;Sudeste;31;997800000
Produto C;R$ 2.000;Cartão de Credito;1;26-Feb-18;Jamile Martins;jamile@gmail.com;São Paulo;Sudeste;11;949500000
Produto A;R$ 500;Cartão de Credito;12;26-Feb-18;Jerônimo Martins;jeronimo@gmail.com;Santa Catarina;Sul;48;998200000
Produto A;R$ 500;Boleto Bancário;1;26-Feb-18;Adir Martins;adir@gmail.com;Paraná;Sul;42;981100000
Produto A;R$ 500;Cartão de Credito;1;26-Feb-18;Melise Martins;melise@hotmail.com;São Paulo;Sudeste;11;941400000
Produto C;R$ 2.000;Cartão de Credito;4;26-Feb-18;Leide Martins;leide@hotmail.com;Rio de Janeiro;Sudeste;21;965400000
Produto A;R$ 500;Boleto Bancário;1;26-Feb-18;Fabiana Martins;fabiana@gmail.com;São Paulo;Sudeste;12;996000000
Produto B;R$ 1.000;Cartão de Credito;12;26-Feb-18;Girlei Martins;girlei@gmail.com;Minas Gerais;Sudeste;31;997700000
Produto C;R$ 2.000;Cartão de Credito;4;26-Feb-18;Deivison Martins;deivison@gmail.com;Distrito Federal;Centro-Oeste;61;984600000
Produto B;R$ 1.000;Cartão de Credito;10;26-Feb-18;Solange Martins;solange@gmail.com;São Paulo;Sudeste;11;969100000
Produto A;R$ 500;Cartão de Credito;12;26-Feb-18;Ronan Martins;ronan@gmail.com;São Paulo;Sudeste;11;963000000
Produto A;R$ 500;Boleto Bancário;1;27-Feb-18;Jessica Martins;jessica@gmail.com;Paraná;Sul;41;996500000
Produto A;R$ 500;Cartão de Credito;1;27-Feb-18;Tuane Martins;tuane@hotmail.com;Minas Gerais;Sudeste;31;975300000
Produto A;R$ 500;Boleto Bancário;1;27-Feb-18;Jonab Martins;jonab@gmail.com;Ceará;Nordeste;85;997000000
Produto B;R$ 1.000;Cartão de Credito;3;27-Feb-18;Christiana Martins;christiana@yahoo.com.br;Rio de Janeiro;Sudeste;21;981200000
Produto A;R$ 500;Cartão de Credito;12;27-Feb-18;Eneias Martins;eneias@gmail.com;Minas Gerais;Sudeste;34;991300000
Produto A;R$ 500;Cartão de Credito;1;27-Feb-18;Sadrak Martins;sadrak@gmail.com;São Paulo;Sudeste;11;973700000
Produto C;R$ 2.000;Boleto Bancário;1;27-Feb-18;Francilene Martins;francilene@gmail.com;Rio de Janeiro;Sudeste;21;982100000
Produto A;R$ 500;Cartão de Credito;4;28-Feb-18;Giordano Martins;giordano@hotmail.com;Minas Gerais;Sudeste;31;996200000
Produto B;R$ 1.000;Boleto Bancário;1;28-Feb-18;Humberto Martins;humberto@gmail.com;Rio Grande do Sul;Sul;51;991100000
Produto B;R$ 1.000;Cartão de Credito;12;28-Feb-18;Qelita Martins;qelita@outlook.com;São Paulo;Sudeste;11;971300000
Produto A;R$ 500;Cartão de Credito;12;28-Feb-18;Daiani Martins;daiani@gmail.com;Rio de Janeiro;Sudeste;22;997400000
Produto A;R$ 500;Cartão de Credito;12;28-Feb-18;Magno Martins;magno@gmail.com;Pará;Norte;94;999600000
Produto A;R$ 500;Cartão de Credito;8;28-Feb-18;Kelly Martins;kelly@hotmail.com;São Paulo;Sudeste;11;975300000
Produto C;R$ 2.000;Cartão de Credito;12;28-Feb-18;Maicon Martins;maicon@hotmail.com;Minas Gerais;Sudeste;34;984000000
Produto C;R$ 2.000;Cartão de Credito;12;28-Feb-18;Pollyne Martins;pollyne@gmail.com;Minas Gerais;Sudeste;35;998700000
Produto A;R$ 500;Cartão de Credito;12;28-Feb-18;Josiani Martins;josiani@gmail.com;Santa Catarina;Sul;47;997200000
Produto C;R$ 2.000;Boleto Bancário;1;28-Feb-18;Iran-Marê Martins;iran-mare@gmail.com;São Paulo;Sudeste;11;996900000
Produto A;R$ 500;Cartão de Credito;4;1-Mar-18;Sumaia Martins;sumaia@hotmail.com;Maranhão;Nordeste;98;988900000
Produto C;R$ 2.000;Cartão de Credito;12;1-Mar-18;Kecio Martins;kecio@hotmail.com;Piauí;Nordeste;86;994900000
Produto B;R$ 1.000;Cartão de Credito;10;1-Mar-18;Alfero Martins;alfero@uol.com.br;São Paulo;Sudeste;19;998300000
Produto B;R$ 1.000;Cartão de Credito;12;1-Mar-18;Wlahilma Martins;wlahilma@gmail.com;Ceará;Nordeste;85;987400000
Produto A;R$ 500;Cartão de Credito;1;1-Mar-18;Agatha Martins;agatha@hotmail.com;Tocantins;Norte;63;992100000
Produto C;R$ 2.000;Cartão de Credito;12;1-Mar-18;Hugo Martins;hugo@gmail.com;Rio de Janeiro;Sudeste;21;997800000
Produto B;R$ 1.000;Cartão de Credito;4;2-Mar-18;Caciano Martins;caciano@gmail.com;Pará;Norte;91;992800000
Produto B;R$ 1.000;Cartão de Credito;12;2-Mar-18;Maicol Martins;maicol@hotmail.com;Rio Grande do Sul;Sul;51;998800000
Produto A;R$ 500;Cartão de Credito;6;2-Mar-18;Renan Martins;renan@gmail.com;São Paulo;Sudeste;19;981800000
Produto B;R$ 1.000;Cartão de Credito;2;2-Mar-18;Kauany Martins;kauany@gmail.com;São Paulo;Sudeste;11;994700000
Produto B;R$ 1.000;Cartão de Credito;12;2-Mar-18;Rosinete Martins;rosinete@gmail.com;Rio de Janeiro;Sudeste;21;967600000
Produto A;R$ 500;Cartão de Credito;12;2-Mar-18;Julianne Martins;julianne@hotmail.com;São Paulo;Sudeste;11;991600000
Produto A;R$ 500;Cartão de Credito;1;2-Mar-18;Rachel Martins;rachel@gmail.com;Paraná;Sul;41;997200000
Produto B;R$ 1.000;Boleto Bancário;1;2-Mar-18;Wilson Martins;wilson@gmail.com;São Paulo;Sudeste;11;941100000
Produto B;R$ 1.000;Cartão de Credito;12;3-Mar-18;Nataly Martins;nataly@hotmail.com;São Paulo;Sudeste;15;981000000
Produto B;R$ 1.000;Cartão de Credito;12;3-Mar-18;Sandro Martins;sandro@hotmail.com;Mato Grosso do Sul;Centro-Oeste;67;998200000
Produto C;R$ 2.000;Cartão de Credito;12;3-Mar-18;Claudinei Martins;claudinei@gmail.com;São Paulo;Sudeste;11;973100000
Produto C;R$ 2.000;Boleto Bancário;1;3-Mar-18;Thomás Martins;thomas@outlook.com;Minas Gerais;Sudeste;31;985100000
Produto C;R$ 2.000;Cartão de Credito;6;3-Mar-18;Ronei Martins;ronei@hotmail.com;Goiás;Centro-Oeste;62;992100000
